trial_indices,leftP,rightP,choices,rewarded
0,0.15,0.85,-1,-1
1,0.15,0.85,0,0
2,0.15,0.85,0,0
3,0.15,0.85,0,1
4,0.15,0.85,0,0
5,0.15,0.85,0,1
6,0.15,0.85,0,0
7,0.15,0.85,0,0
8,0.15,0.85,1,1
9,0.15,0.85,0,0
10,0.15,0.85,0,0
11,0.15,0.85,0,1
12,0.15,0.85,0,0
13,0.15,0.85,0,0
14,0.15,0.85,0,0
15,0.15,0.85,0,0
16,0.15,0.85,0,0
17,0.15,0.85,1,1
18,0.15,0.85,1,1
19,0.15,0.85,0,0
20,0.15,0.85,0,0
21,0.15,0.85,1,1
22,0.15,0.85,1,0
23,0.15,0.85,1,1
24,0.15,0.85,1,1
25,0.15,0.85,1,1
26,0.15,0.85,1,0
27,0.15,0.85,1,1
28,0.15,0.85,1,1
29,0.15,0.85,1,1
30,0.15,0.85,1,1
31,0.15,0.85,1,1
32,0.15,0.85,1,1
33,0.15,0.85,1,1
34,0.15,0.85,1,1
35,0.15,0.85,-1,-1
36,0.15,0.85,1,1
37,0.15,0.85,1,0
38,0.15,0.85,1,1
39,0.15,0.85,1,1
40,0.15,0.85,1,1
41,0.15,0.85,1,1
42,0.15,0.85,1,1
43,0.15,0.85,1,1
44,0.15,0.85,1,0
45,0.15,0.85,1,1
46,0.15,0.85,1,1
47,0.15,0.85,1,1
48,0.15,0.85,1,1
49,0.15,0.85,1,1
50,0.15,0.85,1,1
51,0.15,0.85,1,1
52,0.15,0.85,1,1
53,0.15,0.85,1,0
54,0.15,0.85,-1,-1
55,0.15,0.85,1,1
56,0.15,0.85,1,1
57,0.15,0.85,1,1
58,0.15,0.85,1,0
59,0.15,0.85,1,1
60,0.15,0.85,1,1
61,0.15,0.85,1,1
62,0.15,0.85,0,0
63,0.15,0.85,1,1
64,0.15,0.85,1,1
65,0.15,0.85,-1,-1
66,0.15,0.85,1,1
67,0.15,0.85,1,1
68,0.15,0.85,0,0
69,0.15,0.85,0,0
70,0.15,0.85,0,0
71,0.15,0.85,0,1
72,0.15,0.85,1,0
73,0.15,0.85,0,0
74,0.15,0.85,0,0
75,0.15,0.85,0,1
76,0.15,0.85,1,0
77,0.15,0.85,0,0
78,0.15,0.85,0,0
79,0.15,0.85,0,0
80,0.15,0.85,1,1
81,0.15,0.85,1,1
82,0.15,0.85,1,1
83,0.15,0.85,1,1
84,0.15,0.85,1,1
85,0.15,0.85,1,1
86,0.15,0.85,1,1
87,0.15,0.85,0,0
88,0.15,0.85,1,1
89,0.15,0.85,1,1
90,0.15,0.85,-1,-1
91,0.15,0.85,-1,-1
92,0.15,0.85,0,0
93,0.15,0.85,-1,-1
94,0.15,0.85,0,0
95,0.15,0.85,1,1
96,0.15,0.85,1,1
97,0.15,0.85,1,0
98,0.15,0.85,1,1
99,0.15,0.85,-1,-1
100,0.15,0.85,1,1
101,0.15,0.85,1,1
102,0.15,0.85,1,1
103,0.15,0.85,1,0
104,0.15,0.85,-1,-1
105,0.15,0.85,-1,-1
106,0.15,0.85,1,1
107,0.15,0.85,-1,-1
108,0.15,0.85,1,1
109,0.15,0.85,-1,-1
110,0.15,0.85,-1,-1
111,0.15,0.85,1,0
112,0.15,0.85,1,1
113,0.15,0.85,-1,-1
114,0.15,0.85,-1,-1
115,0.15,0.85,1,0
116,0.15,0.85,1,1
117,0.15,0.85,0,0
118,0.15,0.85,1,1
119,0.15,0.85,1,1
120,0.8,0.15,0,1
121,0.8,0.15,0,1
122,0.8,0.15,0,0
123,0.8,0.15,0,1
124,0.8,0.15,0,1
125,0.8,0.15,0,1
126,0.8,0.15,0,1
127,0.8,0.15,0,1
128,0.8,0.15,0,0
129,0.8,0.15,0,1
130,0.8,0.15,0,0
131,0.8,0.15,0,1
132,0.8,0.15,0,1
133,0.8,0.15,0,1
134,0.8,0.15,0,1
135,0.8,0.15,0,1
136,0.8,0.15,0,1
137,0.8,0.15,0,1
138,0.8,0.15,0,1
139,0.8,0.15,0,0
140,0.8,0.15,0,1
141,0.8,0.15,0,1
142,0.8,0.15,0,1
143,0.8,0.15,0,0
144,0.8,0.15,0,0
145,0.8,0.15,0,1
146,0.8,0.15,0,1
147,0.8,0.15,1,1
148,0.8,0.15,0,0
149,0.8,0.15,0,0
150,0.8,0.15,0,1
151,0.8,0.15,0,1
152,0.8,0.15,0,1
153,0.8,0.15,0,1
154,0.8,0.15,0,1
155,0.8,0.15,0,1
156,0.8,0.15,0,1
157,0.8,0.15,0,1
158,0.8,0.15,0,1
159,0.8,0.15,0,1
160,0.8,0.15,0,1
161,0.8,0.15,0,0
162,0.8,0.15,0,1
163,0.8,0.15,0,1
164,0.8,0.15,0,1
165,0.8,0.15,0,1
166,0.8,0.15,0,1
167,0.8,0.15,0,0
168,0.8,0.15,0,1
169,0.8,0.15,0,1
170,0.8,0.15,0,0
171,0.8,0.15,0,1
172,0.8,0.15,0,0
173,0.8,0.15,0,1
174,0.8,0.15,0,1
175,0.8,0.15,0,1
176,0.8,0.15,0,1
177,0.8,0.15,0,1
178,0.8,0.15,0,1
179,0.8,0.15,0,1
180,0.8,0.15,0,1
181,0.8,0.15,0,1
182,0.8,0.15,0,1
183,0.8,0.15,0,1
184,0.8,0.15,0,0
185,0.8,0.15,0,1
186,0.8,0.15,0,1
187,0.8,0.15,0,1
188,0.8,0.15,0,1
189,0.8,0.15,0,1
190,0.8,0.15,0,1
191,0.8,0.15,0,1
192,0.8,0.15,0,1
193,0.8,0.15,0,1
194,0.8,0.15,0,0
195,0.8,0.15,0,1
196,0.8,0.15,0,1
197,0.8,0.15,0,0
198,0.8,0.15,0,0
199,0.8,0.15,0,1
200,0.15,0.9,0,0
201,0.15,0.9,0,0
202,0.15,0.9,0,0
203,0.15,0.9,1,1
204,0.15,0.9,-1,-1
205,0.15,0.9,0,0
206,0.15,0.9,0,0
207,0.15,0.9,1,1
208,0.15,0.9,0,0
209,0.15,0.9,0,1
210,0.15,0.9,1,1
211,0.15,0.9,1,0
212,0.15,0.9,1,1
