trial_indices,leftP,rightP,choices,rewarded
0,0.05,0.85,0,0
1,0.05,0.85,0,0
2,0.05,0.85,0,0
3,0.05,0.85,-1,-1
4,0.05,0.85,0,0
5,0.05,0.85,-1,-1
6,0.05,0.85,0,0
7,0.05,0.85,-1,-1
8,0.05,0.85,0,0
9,0.05,0.85,0,0
10,0.05,0.85,0,0
11,0.05,0.85,-1,-1
12,0.05,0.85,0,0
13,0.05,0.85,-1,-1
14,0.05,0.85,0,0
15,0.05,0.85,0,0
16,0.05,0.85,-1,-1
17,0.05,0.85,0,0
18,0.05,0.85,-1,-1
19,0.05,0.85,1,1
20,0.05,0.85,1,0
21,0.05,0.85,1,1
22,0.05,0.85,-1,-1
23,0.05,0.85,0,1
24,0.05,0.85,-1,-1
25,0.05,0.85,-1,-1
26,0.05,0.85,0,0
27,0.05,0.85,-1,-1
28,0.05,0.85,-1,-1
29,0.05,0.85,-1,-1
30,0.05,0.85,0,0
31,0.05,0.85,-1,-1
32,0.05,0.85,1,1
33,0.05,0.85,1,1
34,0.05,0.85,1,1
35,0.05,0.85,1,0
36,0.05,0.85,1,1
37,0.05,0.85,1,1
38,0.05,0.85,1,1
39,0.05,0.85,1,1
40,0.05,0.85,1,1
41,0.05,0.85,1,1
42,0.05,0.85,1,1
43,0.05,0.85,1,1
44,0.05,0.85,1,1
45,0.05,0.85,1,0
46,0.05,0.85,1,1
47,0.05,0.85,-1,-1
48,0.05,0.85,0,0
49,0.05,0.85,-1,-1
50,0.05,0.85,-1,-1
51,0.05,0.85,-1,-1
52,0.05,0.85,0,0
53,0.05,0.85,-1,-1
54,0.05,0.85,-1,-1
55,0.05,0.85,0,0
56,0.05,0.85,-1,-1
57,0.05,0.85,-1,-1
58,0.05,0.85,-1,-1
59,0.05,0.85,1,1
60,0.05,0.85,0,0
61,0.05,0.85,1,1
62,0.05,0.85,1,0
63,0.05,0.85,1,1
64,0.05,0.85,1,1
65,0.05,0.85,1,0
66,0.05,0.85,-1,-1
67,0.05,0.85,-1,-1
68,0.05,0.85,-1,-1
69,0.05,0.85,-1,-1
70,0.05,0.85,0,0
71,0.05,0.85,-1,-1
72,0.05,0.85,0,0
73,0.05,0.85,0,0
74,0.05,0.85,-1,-1
75,0.05,0.85,0,0
76,0.05,0.85,0,0
77,0.05,0.85,-1,-1
78,0.05,0.85,-1,-1
79,0.05,0.85,1,0
80,0.05,0.85,-1,-1
81,0.05,0.85,0,0
82,0.05,0.85,-1,-1
83,0.05,0.85,0,1
84,0.05,0.85,0,0
85,0.05,0.85,-1,-1
86,0.05,0.85,-1,-1
87,0.05,0.85,0,0
88,0.05,0.85,-1,-1
89,0.05,0.85,0,0
90,0.05,0.85,-1,-1
91,0.05,0.85,-1,-1
92,0.05,0.85,1,1
93,0.05,0.85,-1,-1
94,0.05,0.85,-1,-1
95,0.05,0.85,0,0
96,0.05,0.85,-1,-1
97,0.05,0.85,-1,-1
98,0.05,0.85,-1,-1
99,0.05,0.85,0,0
100,0.05,0.85,-1,-1
101,0.05,0.85,-1,-1
102,0.05,0.85,-1,-1
103,0.05,0.85,0,0
104,0.05,0.85,0,0
105,0.05,0.85,-1,-1
106,0.05,0.85,-1,-1
107,0.05,0.85,1,1
108,0.05,0.85,-1,-1
109,0.05,0.85,-1,-1
110,0.05,0.85,-1,-1
111,0.05,0.85,-1,-1
112,0.05,0.85,-1,-1
113,0.05,0.85,1,1
114,0.05,0.85,0,0
115,0.05,0.85,-1,-1
116,0.05,0.85,-1,-1
117,0.05,0.85,-1,-1
118,0.05,0.85,-1,-1
119,0.05,0.85,-1,-1
120,0.05,0.85,-1,-1
121,0.05,0.85,-1,-1
122,0.05,0.85,0,0
123,0.05,0.85,-1,-1
124,0.05,0.85,-1,-1
125,0.05,0.85,1,1
126,0.05,0.85,0,0
127,0.05,0.85,0,0
128,0.05,0.85,-1,-1
129,0.05,0.85,0,0
130,0.05,0.85,0,0
131,0.05,0.85,0,0
132,0.05,0.85,-1,-1
133,0.05,0.85,0,0
134,0.05,0.85,-1,-1
135,0.05,0.85,-1,-1
136,0.05,0.85,0,0
137,0.05,0.85,0,0
138,0.05,0.85,0,0
139,0.05,0.85,0,0
140,0.05,0.85,-1,-1
141,0.05,0.85,-1,-1
142,0.05,0.85,-1,-1
143,0.05,0.85,-1,-1
144,0.05,0.85,0,0
145,0.05,0.85,-1,-1
146,0.05,0.85,-1,-1
147,0.05,0.85,-1,-1
148,0.05,0.85,1,1
149,0.05,0.85,-1,-1
150,0.05,0.85,0,0
151,0.05,0.85,-1,-1
152,0.05,0.85,0,0
153,0.05,0.85,1,1
154,0.05,0.85,-1,-1
155,0.05,0.85,-1,-1
156,0.05,0.85,-1,-1
157,0.05,0.85,-1,-1
158,0.05,0.85,0,0
159,0.05,0.85,-1,-1
160,0.05,0.85,-1,-1
161,0.05,0.85,-1,-1
162,0.05,0.85,-1,-1
163,0.05,0.85,0,0
164,0.05,0.85,1,1
165,0.05,0.85,-1,-1
166,0.05,0.85,-1,-1
167,0.05,0.85,0,0
168,0.05,0.85,-1,-1
169,0.05,0.85,-1,-1
170,0.05,0.85,-1,-1
171,0.05,0.85,0,1
172,0.05,0.85,1,1
173,0.05,0.85,-1,-1
174,0.05,0.85,-1,-1
175,0.05,0.85,-1,-1
176,0.05,0.85,-1,-1
177,0.05,0.85,-1,-1
178,0.05,0.85,-1,-1
179,0.05,0.85,-1,-1
180,0.05,0.85,-1,-1
181,0.05,0.85,-1,-1
182,0.05,0.85,-1,-1
183,0.05,0.85,0,0
184,0.05,0.85,-1,-1
185,0.05,0.85,-1,-1
186,0.05,0.85,-1,-1
187,0.05,0.85,-1,-1
188,0.05,0.85,-1,-1
189,0.05,0.85,0,0
190,0.05,0.85,-1,-1
191,0.05,0.85,-1,-1
192,0.05,0.85,-1,-1
193,0.05,0.85,0,0
194,0.05,0.85,-1,-1
195,0.05,0.85,1,1
196,0.05,0.85,-1,-1
197,0.05,0.85,0,0
198,0.05,0.85,0,0
199,0.05,0.85,-1,-1
200,0.05,0.85,-1,-1
201,0.05,0.85,-1,-1
202,0.05,0.85,-1,-1
203,0.05,0.85,0,0
204,0.05,0.85,-1,-1
205,0.05,0.85,1,1
206,0.05,0.85,-1,-1
207,0.05,0.85,1,1
208,0.05,0.85,-1,-1
209,0.05,0.85,-1,-1
210,0.05,0.85,-1,-1
211,0.05,0.85,-1,-1
212,0.05,0.85,-1,-1
213,0.05,0.85,-1,-1
214,0.05,0.85,-1,-1
215,0.05,0.85,0,0
216,0.05,0.85,-1,-1
217,0.05,0.85,0,0
218,0.05,0.85,-1,-1
219,0.05,0.85,-1,-1
220,0.05,0.85,-1,-1
221,0.05,0.85,0,0
222,0.05,0.85,-1,-1
223,0.05,0.85,-1,-1
224,0.05,0.85,-1,-1
225,0.05,0.85,0,0
226,0.05,0.85,1,1
227,0.05,0.85,0,0
228,0.05,0.85,1,1
229,0.05,0.85,-1,-1
230,0.05,0.85,-1,-1
231,0.05,0.85,-1,-1
232,0.05,0.85,0,0
233,0.05,0.85,0,0
234,0.05,0.85,-1,-1
235,0.05,0.85,1,1
236,0.05,0.85,0,0
237,0.05,0.85,-1,-1
238,0.05,0.85,0,0
239,0.05,0.85,-1,-1
240,0.05,0.85,0,0
241,0.05,0.85,-1,-1
242,0.05,0.85,-1,-1
243,0.05,0.85,0,0
244,0.05,0.85,1,1
245,0.05,0.85,0,0
246,0.05,0.85,-1,-1
247,0.05,0.85,-1,-1
248,0.05,0.85,0,1
249,0.05,0.85,-1,-1
250,0.05,0.85,-1,-1
251,0.05,0.85,-1,-1
252,0.05,0.85,-1,-1
253,0.05,0.85,-1,-1
254,0.05,0.85,-1,-1
255,0.05,0.85,0,0
256,0.05,0.85,-1,-1
257,0.05,0.85,-1,-1
258,0.05,0.85,1,0
259,0.05,0.85,-1,-1
260,0.05,0.85,0,0
